cq_id;use_case;scenario_step;dimension;question
CQ00486;UC-3;Triggering resolver execution from the client interface;Retrieval;Show request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by method.
CQ00487;UC-3;Triggering resolver execution from the client interface;Quantification;Compute the number of request–response exchanges for UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00488;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00489;UC-3;Triggering resolver execution from the client interface;Retrieval;Return URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of a payload body.
CQ00490;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by job identifier.
CQ00491;UC-3;Triggering resolver execution from the client interface;Retrieval;Return URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00492;UC-3;Triggering resolver execution from the client interface;Quantification;Compute the number of URI targets for UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00493;UC-3;Triggering resolver execution from the client interface;Retrieval;Show headers associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00494;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve headers associated with UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00495;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve headers associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00496;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate headers associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00497;UC-3;Triggering resolver execution from the client interface;Quantification;How many headers are available for UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00498;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00499;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00500;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00501;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00502;UC-3;Triggering resolver execution from the client interface;Quantification;How many cookies are available for UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00503;UC-3;Triggering resolver execution from the client interface;Retrieval;Return parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00504;UC-3;Triggering resolver execution from the client interface;Retrieval;List parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by job identifier.
CQ00505;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00506;UC-3;Triggering resolver execution from the client interface;Retrieval;Return parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00507;UC-3;Triggering resolver execution from the client interface;Quantification;How many parameters are available for UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00508;UC-3;Triggering resolver execution from the client interface;Retrieval;Show HTML artifacts associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00509;UC-3;Triggering resolver execution from the client interface;Retrieval;Show HTML artifacts associated with UC-3 during Triggering resolver execution from the client interface filtered by method.
CQ00510;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate HTML artifacts associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00511;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTML artifacts associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00512;UC-3;Triggering resolver execution from the client interface;Quantification;Count HTML artifacts for UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00513;UC-3;Triggering resolver execution from the client interface;Retrieval;Return findings associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00514;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate findings associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00515;UC-3;Triggering resolver execution from the client interface;Retrieval;List findings associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00516;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate findings associated with UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00517;UC-3;Triggering resolver execution from the client interface;Quantification;How many findings are available for UC-3 during Triggering resolver execution from the client interface filtered by path.
