cq_id;use_case;scenario_step;dimension;question
CQ00814;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return HTTP responses associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by scheme and authority.
CQ00815;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate HTTP responses associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of parameters.
CQ00816;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show HTTP responses associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of cookies.
CQ00817;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return HTTP responses associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00818;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;How many HTTP responses are available for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00819;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate request–response exchanges associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of a payload body.
CQ00820;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return request–response exchanges associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of headers.
CQ00821;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return request–response exchanges associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00822;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show request–response exchanges associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of cookies.
CQ00823;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of request–response exchanges for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of parameters.
CQ00824;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;List URI targets associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
CQ00825;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return URI targets associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00826;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show URI targets associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by dataset.
CQ00827;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate URI targets associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of a payload body.
CQ00828;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Count URI targets for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by path.
CQ00829;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return headers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of a payload body.
CQ00830;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate headers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by path.
CQ00831;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve headers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
CQ00832;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return headers associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by dataset.
CQ00833;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;How many headers are available for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by path.
CQ00834;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;List cookies associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of headers.
CQ00835;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Return cookies associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of cookies.
CQ00836;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate cookies associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by scheme and authority.
CQ00837;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show cookies associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of parameters.
CQ00838;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of cookies for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00839;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by path.
CQ00840;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;List parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of cookies.
CQ00841;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00842;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve parameters associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by scheme and authority.
CQ00843;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Count parameters for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
CQ00849;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;List findings associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by status code.
CQ00850;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show findings associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
CQ00851;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve findings associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by timestamp window.
CQ00852;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Show findings associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of parameters.
